objectid,filename,title,format,subject,creator,date,description,,location,latitude,longitude,source,identifier,type,youtubeid,language,rights,rightsstatement,polaridad,tipologia,soporte,iluminacion,tono,proceso
transparencia_018,transparencia_018.jpg,Mobiliario de oficina,image/jpeg,Mobiliario de oficina; Ektachrome; Diseño industrial,Charles y Ray Eames (Eames Office),Circa 1960,"Fotografía a color de formato grande que retrata un sillón de oficina ejecutivo de cuero oscuro con acabado capitoné (tufted), dispuesto sobre el césped en un entorno de jardín. La imagen es una toma de documentación de producto o mobiliario, capturada bajo luz natural, característica del estilo de registro visual de la oficina de diseño de Charles y Ray Eames.",,"Eames House, Pacific Palisades, California, Estados Unidos.",34.0298,-118.5196,Archivo Histórico Vision,aqtka,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_019,transparencia_019.JPG,Retrato,image/jpeg,Retrato; México; Años 1950,Nacho López,1950-1955,"Un retrato de estudio o interior de una joven con una trenza característica y un vestido estampado, iluminada lateralmente por luz natural. La imagen presenta una marcada dominante cromática rojiza debido al deterioro químico de las capas de color de la película original a lo largo del tiempo.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,evm0k,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Negativo,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_020,transparencia_020.JPG,Retrato femenino,image/jpeg,Retrato femenino; Moda años 50; Degradación cromática,Anónimo,1955,"Retrato formal de estudio de una mujer madura que posa con un vestido oscuro de media manga, posiblemente de terciopelo o seda pesada, complementado con un collar de perlas y un abanico plegable en su mano derecha. La fotografía muestra una degradación cromática severa hacia tonos magentas, característica del envejecimiento de las películas de color de mediados del siglo XX.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,6l41zl,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_021,transparencia_021.jpg,Mobiliario de lujo,image/jpeg,Mobiliario de lujo; Estilo Klismos; Diseño de Interiores,Gottscho-Schleisner,Hacia 1946,"Estudio fotográfico de una silla de estilo Neoclásico con influencias del diseño Klismos, tapizada en cuero rojo intenso con remaches de latón y regatones metálicos. La imagen forma parte de un registro comercial de mobiliario de alta gama para catálogos de diseño de interiores o decoración de residencias de lujo de la época.",,"Nueva York, Estados Unidos",40.7484,-73.9857,Archivo Histórico Vision,1r6w2t,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_022,transparencia_022.jpg,Retrato,image/jpeg,Retrato; Hill District; Comunidad Afroamericana,Charles 'Teenie' Harris,c. 1955,"Retrato en color de una joven, identificada en los archivos del Carnegie Museum of Art como una de las modelos capturadas por el fotógrafo Charles 'Teenie' Harris en Pittsburgh. La imagen destaca por su enfoque íntimo y el uso de color a mediados del siglo XX, documentando la vida social y la moda de la comunidad afroamericana en el barrio de Hill District.",,"Pittsburgh, Pennsylvania, Estados Unidos",40.4406,-79.9959,Archivo Histórico Vision,6rk5sc,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_023,transparencia_023.jpg,Turismo costero,image/jpeg,Turismo costero; Venezuela años 50; Moda de baño retro,Anónimo,c. 1958,"Retrato familiar capturado en el litoral central de Venezuela, específicamente en la zona de Macuto o Caraballeda, mostrando el auge del turismo costero y la estética de la clase media durante la transición hacia la democracia a finales de la década de 1950.",,"Macuto, Estado La Guaira, Venezuela",10.6136,-66.8856,Archivo Histórico Vision,4mlqll,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_024,transparencia_024.jpg,Turismo de masas,image/jpeg,Turismo de masas; Arquitectura modernista; Strandkorb,Anónimo,Hacia 1970,"Escena estival en la playa de Westerland, en la isla de Sylt (Alemania), que captura el auge del turismo de masas a finales de los años 60. En el fondo destaca el edificio 'Appartementhaus Metropol', un exponente de la arquitectura modernista de centros vacacionales finalizado en 1967. En primer plano se observan bañistas descansando junto a los tradicionales 'Strandkörbe' (sillones de mimbre techados), característicos de las costas del Mar del Norte.",,"Playa de Westerland (Brandenburger Strand), Isla de Sylt, Alemania",54.9083,8.2986,Archivo Histórico Vision,9jj4nt,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Fotografía en color de formato medio (6x6 cm)
transparencia_025,transparencia_025.jpg,Tianguis,image/jpeg,Tianguis; Porfiriato; Arquitectura Colonial,Gabriel Garduño,Hacia 1910,"Fotografía histórica que captura un mercado tradicional o tianguis frente a la Parroquia de la Asunción en Amecameca, Estado de México. La escena muestra una gran concurrencia de personas vestidas con ropa tradicional de manta y sombreros de ala ancha, bajo puestos improvisados con lonas blancas, reflejando la vida cotidiana rural y el comercio local a principios del siglo XX.",,"Amecameca de Juárez, Estado de México",19.1212,-98.7618,Archivo Histórico Vision,mh7j5r,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Negativo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_026,transparencia_026.jpg,Lienzo de Tlaxcala,image/jpeg,Lienzo de Tlaxcala; Conquista de México; Códice colonial,Fotógrafo del Archivo de la Biblioteca Nacional de Antropología e Historia (BNAH),Original: c. 1550; Fotografía: c. 1980-1995,"Fotografía de archivo de un fragmento del Lienzo de Tlaxcala, un códice colonial que documenta la participación de los tlaxcaltecas en la conquista de Mesoamérica junto a los españoles. La imagen muestra cuatro paneles (marcados H, G, O, N) con escenas de batallas en regiones identificadas por glifos y topónimos como Quauhtemalan (Guatemala), Ytzquintepec (Escuintla), Quechulan y Acatepec.",,"Tlaxcala, México",19.313333,-98.24,Archivo Histórico Vision,hhvxog,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_027,transparencia_027.jpg,Mobiliario Mid-Century Modern,image/jpeg,Mobiliario Mid-Century Modern; Fotografía comercial de catálogo; Diseño de interiores estadounidense,Anónimo / Estudio de fotografía comercial (posiblemente Gottscho-Schleisner),Hacia 1955-1965,"Fotografía publicitaria de estudio que muestra un conjunto de sala de estar de estilo Mid-Century Modern. La composición incluye un sofá de tres plazas y un sillón individual tapizados en cuero de color rojo o burdeos, situados sobre una alfombra de diseño oriental con un medallón central. La decoración se completa con una mesa auxiliar de madera que sostiene una lámpara con pantalla negra y bordes dorados, y dos grabados enmarcados en la pared que representan barcos de vapor del siglo XIX, probablemente inspirados en la estética de Currier & Ives.",,"Estados Unidos, probablemente High Point, Carolina del Norte",35.9556,-80.0053,Archivo Histórico Vision,9i21x1,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_028,transparencia_028.jpg,Glamour,image/jpeg,Glamour; Transparencia; Erotismo,Anónimo,1975-1978,"Retrato de estudio en formato de transparencia a color de una modelo o actriz en pose de glamour, característico de la estética de las revistas de entretenimiento para adultos y el cine de explotación de mediados de los años 70. La imagen muestra a una mujer joven con un peinado y maquillaje (cejas finas y arqueadas, sombras marcadas) típicos de la década, posando frente a un fondo monocromático ocre.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,r92j1h,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Papel,Reflexión,Policromático,Se trata de una transparencia a color (diapositiva) montada
transparencia_029,transparencia_029.jpg,Estereoscopía,image/jpeg,Estereoscopía; Vida cotidiana; Kodachrome,Anónimo (Fotógrafo aficionado),Década de 1950,"Fotografía estereoscópica en color que captura a dos niñas pequeñas, posiblemente gemelas, sentadas en un sillón doméstico. Visten trajes blancos clásicos de mediados de siglo y juegan con bloques de madera. La imagen está montada en un soporte metálico especializado para visión en 3D.",,Estados Unidos (Probablemente entorno doméstico suburbano),37.0902,-95.7129,Archivo Histórico Vision,nii15w,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Vidrio,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_030,transparencia_030.jpg,Celebración familiar,image/jpeg,Celebración familiar; Moda infantil años 60; Diapositiva de color,Anónimo,ca. 1964,"Una escena doméstica privada que captura a tres niñas celebrando un cumpleaños o evento familiar especial frente a un gran pastel decorado. La imagen muestra la estética de la clase media de mediados del siglo XX, con las niñas vestidas con atuendos formales de fiesta en un entorno interior típicamente hogareño.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,h0fex,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_031,transparencia_031.jpg,Vida familiar,image/jpeg,Vida familiar; Agfacolor; Retrato de posguerra,Anónimo,Circa 1962,"Retrato familiar de carácter doméstico que muestra a una mujer joven sentada en un jardín junto a dos niños pequeños, probablemente hermanos. La escena captura la estética de la vida suburbana de clase media durante la posguerra, destacando un entorno privado con vegetación cuidada y arquitectura funcionalista característica de la reconstrucción europea.",,Alemania Occidental (posiblemente Leverkusen o región del Rin),51.0303,7.0041,Archivo Histórico Vision,66l26e,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_032,transparencia_032.jpg,Quinceañera,image/jpeg,Quinceañera; Estereoscopía; México Moderno,Estudio Fotos Sociales,1955-1960,"Fotografía estereoscópica en color que muestra a una joven con un vestido de gala blanco, posiblemente una Quinceañera, caminando por el pasillo central de una iglesia en la Ciudad de México, acompañada por un hombre en traje formal.",,"Luis Moya 112, Colonia Centro, Ciudad de México",19.4316,-99.1436,Archivo Histórico Vision,nu25h,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_033,transparencia_033.jpg,Celebración infantil,image/jpeg,Celebración infantil; Fotografía vernácula; México años 60,Anónimo,Hacia 1960,"Fotografía vernácula a color que captura una celebración infantil, probablemente un cumpleaños, en el interior de una vivienda de clase media. Un grupo de niños rodea una mesa con un pastel de varios niveles decorado con glaseado blanco. La imagen muestra una notable degradación cromática hacia tonos magentas y rojos, característica del envejecimiento químico de ciertas películas de transparencia de mediados del siglo XX.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,gha874,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_034,transparencia_034.jpg,Música mexicana,image/jpeg,Música mexicana; Fotografía estereoscópica; Banda de alientos,Anónimo,Década de 1950,"Una diapositiva estereoscópica a color que captura a un director de orquesta de espaldas dirigiendo a una agrupación musical en un espacio abierto en México. Los músicos en primer plano tocan instrumentos de viento madera (clarinetes y saxofones) vistiendo trajes oscuros, mientras que al fondo se observan integrantes con sombreros de charro, lo que sugiere una banda sinfónica o militar interpretando música tradicional mexicana.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,cfuepb,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_035,transparencia_035.jpg,Claudia Conti,image/jpeg,Claudia Conti; Ektachrome; Fotografía erótica retro,Anónimo (Estudio fotográfico comercial),Hacia 1974,"Fotografía de estudio en formato de diapositiva a color que muestra a la modelo Claudia Conti posando de espaldas, semidesnuda, en una composición temática navideña. La escena incluye elementos decorativos como esferas de cristal, guirnaldas y pequeños árboles sintéticos sobre una alfombra de color naranja vibrante, con un fondo de cortinas blancas plisadas que sugieren un entorno de producción profesional de mediados de la década de 1970.",,"Los Ángeles, California, Estados Unidos",34.052235,-118.243683,Archivo Histórico Vision,9gslxk,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Monocromático,Impresión plata gelatina de revelado
transparencia_036,transparencia_036.jpg,Celebración familiar,image/jpeg,Celebración familiar; México años 60; Cultura doméstica,Anónimo,Década de 1960 (c. 1962-1965),"Fotografía en formato cuadrado que captura una celebración familiar, posiblemente un cumpleaños o evento social significativo, en un entorno doméstico de clase media. Un grupo de niños y adultos posan frente a un gran pastel decorado de varios pisos; en primer plano se distinguen claramente vasos con el logotipo de la marca Bacardí, lo que sitúa la escena en un contexto cultural latinoamericano, probablemente mexicano.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,1p191u,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_037,transparencia_037.jpg,Turismo de masas,image/jpeg,Turismo de masas; España franquista; Diapositiva familiar,Anónimo,Circa 1974,"Retrato grupal de una familia o grupo de amigos en una playa urbana durante la época del desarrollismo turístico en España. La imagen captura el auge del turismo de masas, mostrando a doce personas de diversas edades posando en bañadores de estilo setentero, con una línea de edificios residenciales y palmeras al fondo, característicos de la urbanización costera mediterránea de la época.",,"Costa Blanca, Benidorm, España",38.5343,-0.1291,Archivo Histórico Vision,gr4ut,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_038,transparencia_038.jpg,Balsas de totora,image/jpeg,Balsas de totora; Lago Titicaca; Cultura Uros,Audiovisuales Claret (Editorial),1970,"Fotografía histórica que captura una escena cotidiana en el Lago Titicaca, mostrando las embarcaciones tradicionales conocidas como 'balsas de totora' y viviendas construidas con juncos. La imagen presenta a pobladores de la etnia Uros realizando actividades de navegación y mantenimiento de sus islas flotantes, bajo un paisaje de montañas andinas.",,"Islas Flotantes de los Uros, Puno, Perú",-15.8242,-69.9542,Archivo Histórico Vision,oqmk9l,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_039,transparencia_039.jpg,Turismo,image/jpeg,Turismo; Navegación; Kodachrome,Anónimo,Hacia 1980,"Una embarcación turística densamente poblada navegando en aguas tropicales, capturada en una diapositiva Kodachrome de 35mm. La escena refleja el auge del turismo de masas en zonas costeras durante el último cuarto del siglo XX, posiblemente en una ruta de ferry o excursión costera.",,"Cozumel, Quintana Roo, México",20.423,-86.9228,Archivo Histórico Vision,v49nda,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Diapositiva de 35mm en montura de cartón
transparencia_040,transparencia_040.jpg,Barroco Novohispano,image/jpeg,Barroco Novohispano; Arquitectura Religiosa; Tlaxcala,Anónimo,Década de 1970,"Vista frontal del Santuario de Nuestra Señora de Ocotlán en Tlaxcala, México. La imagen captura la fachada principal de estilo barroco churrigueresco (o estípite) caracterizada por su intensa ornamentación en argamasa blanca que contrasta con el ladrillo rojo de las torres, un estilo conocido localmente como 'alfeñique'.",,"Santuario de Nuestra Señora de Ocotlán, Tlaxcala de Xicohténcatl, México",19.3235,-98.2323,Archivo Histórico Vision,4wvpc8,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_041,transparencia_041.jpg,Estereoscopía,image/jpeg,Estereoscopía; Fotografía social; México años 50,Estudio Fotos Sociales,Década de 1950,"Pareja de adultos en un evento social formal, posiblemente una boda o recepción, capturada en un formato de fotografía estereoscópica a color. El hombre viste un traje oscuro clásico con corbata estampada y la mujer un vestido blanco de encaje con un adorno floral en el hombro y el cabello, característico de la moda de mediados del siglo XX en México.",,"Luis Moya 112, Centro Histórico, Ciudad de México, México",19.431667,-99.144444,Archivo Histórico Vision,nku7b,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_042,transparencia_042.jpg,Volkswagen Beetle,image/jpeg,Volkswagen Beetle; Cursillos de Cristiandad; Tampico,Anónimo,Hacia 1965,"Fotografía nocturna estereoscópica que muestra un automóvil Volkswagen Beetle (Vocho) decorado con inscripciones pintadas a mano que dicen 'DE COLORES Nº 23 TAMPICO'. Varios hombres vestidos formalmente con traje oscuro se encuentran junto al vehículo, uno de ellos aparentemente empujándolo o posando frente a una estructura arquitectónica de estilo modernista con un volado de concreto. La escena sugiere un evento relacionado con el movimiento católico Cursillos de Cristiandad.",,"Tampico, Tamaulipas, México",22.226,-97.856,Archivo Histórico Vision,peviw9,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_043,transparencia_043.jpg,Cumpleaños infantil,image/jpeg,Cumpleaños infantil; Vida cotidiana; Clase media,Anónimo,Circa 1970,"Escena de una celebración de cumpleaños familiar en un entorno doméstico de clase media. Se observa a un grupo de niños y adultos rodeando una mesa con un pastel y vasos de refresco, capturando un momento íntimo de la vida cotidiana urbana de mediados del siglo XX.",,"Ciudad de México, México",19.4326,-99.1332,Archivo Histórico Vision,51w05q,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Diapositiva en color (transparencia) montada en cartón
transparencia_044,transparencia_044.jpg,Estereoscopía,image/jpeg,"Estereoscopía; Primera Comunión; México, D.F.",Estudio Fotos Sociales,Década de 1950,"Retrato estereoscópico de una niña vestida para una ceremonia religiosa, probablemente su Primera Comunión, sosteniendo un ramo de flores. La imagen fue producida por un estudio fotográfico comercial especializado en eventos sociales en la Ciudad de México durante la mitad del siglo XX.",,"Calle Luis Moya 112, Centro Histórico, Ciudad de México",19.431268,-99.144372,Archivo Histórico Vision,99xp6p,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Impresión,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_045,transparencia_045.jpg,Estereoscopía,image/jpeg,Estereoscopía; Sociedad mexicana; Transparencia en color,Estudio Fotos Sociales,Hacia 1955,"Fotografía esteroscópica a color que captura un evento social de gala en la Ciudad de México, probablemente una graduación o una celebración de quince años. Se observa a una joven con un vestido de tul blanco y flores, flanqueada por adultos vestidos formalmente con trajes y abrigos de época, característica de la burguesía mexicana de mediados de siglo.",,"Ciudad de México, Calle Luis Moya 112, Centro Histórico",19.4312,-99.1444,Archivo Histórico Vision,tgc7im,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_046,transparencia_046.jpg,Kodachrome,image/jpeg,Kodachrome; Turismo; Mercado de flores,Anónimo,Circa 1975,"Fotografía tipo diapositiva que captura a un grupo de turistas, predominantemente mujeres de edad avanzada, posando frente a un puesto de flores en un mercado abierto. Se observan arreglos vibrantes de gladiolos y otras flores bajo un toldo metálico, con el suelo húmedo reflejando la luz, lo que sugiere una escena tras la lluvia o limpieza del área.",,"Mercado de Jamaica, Ciudad de México, México",19.4093,-99.1221,Archivo Histórico Vision,lnt19o,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Diapositiva en color de 35mm montada en cartón
transparencia_047,transparencia_047.jpg,Arquitectura Mexicana,image/jpeg,Arquitectura Mexicana; Ciudad Universitaria; Modernismo,Anónimo,Año 2000-2005,"Hoja de contactos de película diapositiva que documenta la arquitectura del Centro Cultural Universitario (CCU) de la UNAM. Las imágenes muestran el contraste entre el paisaje natural de roca volcánica del Pedregal de San Ángel y las estructuras modernistas, incluyendo detalles de la Biblioteca Nacional de México y vistas panorámicas que integran el horizonte urbano del sur de la Ciudad de México.",,"Centro Cultural Universitario, UNAM, Ciudad de México",19.3142,-99.1848,Archivo Histórico Vision,oec1ak,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Tira de película positiva en color (diapositiva) de 35mm
transparencia_048,transparencia_048.jpg,Teotihuacán,image/jpeg,Teotihuacán; Arqueología; Kodachrome,Anónimo,Década de 1970,"Vista panorámica de la zona arqueológica de Teotihuacán, México, capturada en una transparencia a color. La imagen muestra la extensión de las estructuras monumentales bajo un cielo nublado, con un visitante solitario en el plano medio izquierdo, reflejando el auge del turismo arqueológico masivo en la segunda mitad del siglo XX.",,"Zona Arqueológica de Teotihuacán, Estado de México, México",19.6925,-98.8436,Archivo Histórico Vision,zqidhi5,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_049,transparencia_049.jpg,Naciones Unidas,image/jpeg,Naciones Unidas; Estatua de la Paz; Manhattan,Anónimo,Circa 1965-1969,"Escena cotidiana en la plaza de la Sede de las Naciones Unidas en Nueva York durante finales de los años 60. Se observa a diversos visitantes transitando por la explanada, con la destacada escultura ecuestre 'La Paz' de Antun Augustinčić en el centro y el puente Queensboro visible al fondo cruzando el East River.",,"Sede de las Naciones Unidas, Nueva York, EE. UU.",40.7489,-73.968,Archivo Histórico Vision,f1p9q7,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_050,transparencia_050.jpg,Arquitectura vernácula,image/jpeg,Arquitectura vernácula; Yucatán; Kodachrome,Anónimo,Década de 1960,"Una escena de la vida cotidiana en la Península de Yucatán, México, capturada en una diapositiva Kodachrome. Se observa una vivienda tradicional maya (palapa) con techo de paja junto a una construcción de mampostería más moderna, reflejando la transición arquitectónica y social de mediados del siglo XX. Dos mujeres vestidas con huipiles caminan por una calle pavimentada en una zona rural o semi-urbana.",,"Pisté, Yucatán, México",20.6947,-88.5916,Archivo Histórico Vision,ih9ey,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Transparencia a color positiva (diapositiva) de 35mm
transparencia_051,transparencia_051.jpg,ARM Quetzalcóatl (D-18),image/jpeg,ARM Quetzalcóatl (D-18); Armada de México; Destructor clase Fletcher,Anónimo,Década de 1970,"Fotografía de la embarcación ARM Quetzalcóatl (D-18), un destructor de la Armada de México que anteriormente sirvió como el USS Harrison (DD-573) de la clase Fletcher. La imagen captura al buque navegando en aguas tranquilas, destacando su numeral de casco y su superestructura característica de los destructores estadounidenses de la Segunda Guerra Mundial transferidos a marinas latinoamericanas.",,"Cerca del Puerto de Veracruz, México",19.1738,-96.1342,Archivo Histórico Vision,46sybi,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_052,transparencia_052.jpg,Turismo de montaña,image/jpeg,Turismo de montaña; Retrato con mascota; Diapositiva en color,Anónimo,Década de 1980,"Retrato de una mujer de mediana edad sosteniendo un caniche blanco frente a un paisaje de alta montaña nevada. La fotografía captura una escena de turismo de invierno típica de las clases medias-altas europeas en la segunda mitad del siglo XX, destacando la moda y los accesorios de la época en un entorno natural.",,"Sierra Nevada, Granada, España",37.0955,-3.3855,Archivo Histórico Vision,npf0p,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_053,transparencia_053.jpg,Audiovisuales Claret,image/jpeg,Audiovisuales Claret; Reliquia; Arqueología,Editorial Claret (Audiovisuales Claret),Década de 1970,"Primer plano de un calzado antiguo y deteriorado, posiblemente una bota de cuero con restos de barro o concreciones minerales, siendo sostenida y analizada por una persona. La imagen forma parte de una serie de diapositivas producidas por Audiovisuales Claret para fines pedagógicos, religiosos o documentales.",,"Barcelona, España",41.3934,2.1691,Archivo Histórico Vision,qor3q9,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_054,transparencia_054.jpg,Audiovisuales Claret,image/jpeg,Audiovisuales Claret; Catequesis audiovisual; España años 70,Equipo técnico de Editorial Claret,Circa 1972,"Diapositiva educativa de la colección de Audiovisuales Claret, producida por los Misioneros Claretianos en España. La imagen captura una escena de la vida cotidiana, probablemente con fines didácticos o catequéticos, mostrando a un hombre dirigiéndose hacia una vivienda unifamiliar de arquitectura típica de la clase media durante el periodo del tardofranquismo.",,"Barcelona, España",41.4036,2.1744,Archivo Histórico Vision,ixs30f,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_055,transparencia_055.jpg,Cortina d'Ampezzo,image/jpeg,Cortina d'Ampezzo; Vespa; Alpes Dolomitas,Anónimo,Hacia 1955,"Vista a nivel de calle en el centro histórico de Cortina d'Ampezzo, Italia, durante la posguerra. La imagen captura la vida cotidiana con un hombre conduciendo una motoneta Vespa, arquitectura alpina tradicional con balcones de madera y el distintivo campanario de la Basílica de los Santos Felipe y Santiago al fondo. El letrero 'BARBIERE' en uno de los edificios refuerza la ubicación en territorio italiano.",,"Cortina d'Ampezzo, Belluno, Italia",46.5383,12.1372,Archivo Histórico Vision,s88e5x,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_056,transparencia_056.jpg,Bundesgartenschau,image/jpeg,Bundesgartenschau; Sesselbahn; Agfachrome,Anónimo,1969,"Esta diapositiva a color captura una escena costumbrista en un parque público alemán, probablemente durante una de las exposiciones federales de jardinería (Bundesgartenschau). En la imagen se observa un grupo de visitantes con vestimenta de finales de los años 60, junto a parterres de flores y bajo el recorrido de un telesilla (Sesselbahn), un elemento recreativo icónico de estos eventos en la Alemania Occidental de la posguerra.",,"Westfalenpark, Dortmund, Alemania",51.4965,7.477,Archivo Histórico Vision,bdlkdqn,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
transparencia_057,transparencia_057.jpg,Diapositiva Agfachrome,image/jpeg,Diapositiva Agfachrome; Moda femenina 1970s; Turismo en México,Anónimo,c. 1972,"Retrato grupal de cinco mujeres de pie en lo que parece ser un mirador o patio exterior adyacente a una estructura de piedra con un gran arco de medio punto. La escena captura un momento de ocio o turismo; las mujeres visten atuendos formales de estilo urbano de principios de la década de 1970, incluyendo vestidos de corte en A, bolsos de mano y peinados con volumen. El fondo muestra un paisaje montañoso con edificaciones blancas de techos rojos, característico de las zonas coloniales de montaña en México.",,"Taxco de Alarcón, Guerrero, México",18.5562,-99.6048,Archivo Histórico Vision,81juh,Image;StillImage,,es,,http://rightsstatements.org/vocab/NoC-US/1.0/,Positivo,Diapositiva,Película,Transmisión,Policromático,Impresión plata gelatina de revelado
